component_name,correlation_r,abs_correlation,p_value
cas_alt_vs_current_layer_per_head_layer_0_head_0,0.02034,0.02034,0.69120
cas_vs_final_layer_per_head_layer_14_head_24,-0.02033,0.02033,0.69128
ecs_final_layer_per_head_layer_20_head_12,0.02033,0.02033,0.69132
ecs_prompt_final_layer_per_head_layer_20_head_21,-0.02030,0.02030,0.69166
cas_vs_final_layer_per_head_layer_7_head_5,0.02030,0.02030,0.69171
ecs_specific_layer_per_head_layer_10_head_29,0.02029,0.02029,0.69180
ecs_specific_layer_per_head_layer_3_head_15,0.02027,0.02027,0.69207
ecs_prompt_final_layer_per_head_layer_7_head_2,0.02027,0.02027,0.69207
bos_attention_proportion_per_head_layer_13_head_14,0.02027,0.02027,0.69208
cas_alt_vs_final_layer_per_head_layer_11_head_4,0.02025,0.02025,0.69237
ecs_final_layer_per_head_layer_31_head_25,0.02025,0.02025,0.69244
ecs_specific_layer_per_head_layer_31_head_25,0.02025,0.02025,0.69244
ecs_prompt_final_layer_per_head_layer_5_head_28,0.02024,0.02024,0.69255
ecs_prompt_final_layer_per_head_layer_18_head_9,0.02024,0.02024,0.69261
attention_entropy_per_head_layer_4_head_5,-0.02023,0.02023,0.69270
ecs_final_layer_per_head_layer_30_head_19,0.02021,0.02021,0.69293
cas_vs_current_layer_per_head_layer_4_head_5,0.02019,0.02019,0.69326
ecs_specific_layer_per_head_layer_31_head_31,0.02019,0.02019,0.69329
ecs_final_layer_per_head_layer_31_head_31,0.02019,0.02019,0.69329
ecs_final_layer_per_head_layer_29_head_11,-0.02019,0.02019,0.69336
cas_alt_vs_final_layer_per_head_layer_3_head_1,0.02018,0.02018,0.69341
cas_alt_vs_final_layer_per_head_layer_7_head_16,0.02018,0.02018,0.69341
cas_alt_vs_final_layer_per_head_layer_12_head_21,0.02018,0.02018,0.69343
ecs_prompt_final_layer_per_head_layer_2_head_22,0.02018,0.02018,0.69346
bos_attention_proportion_per_head_layer_28_head_10,-0.02017,0.02017,0.69360
cas_vs_final_layer_per_head_layer_14_head_27,-0.02016,0.02016,0.69373
cas_alt_vs_final_layer_per_head_layer_4_head_4,0.02016,0.02016,0.69377
cas_alt_vs_current_layer_per_head_layer_2_head_14,0.02016,0.02016,0.69377
ecs_specific_layer_per_head_layer_11_head_5,0.02015,0.02015,0.69389
cas_alt_vs_final_layer_per_head_layer_8_head_28,0.02015,0.02015,0.69393
x_post_ffn_norm_per_layer_layer_27,-0.02014,0.02014,0.69394
x_input_norm_per_layer_layer_28,-0.02014,0.02014,0.69394
ecs_final_layer_per_head_layer_24_head_12,0.02013,0.02013,0.69411
ecs_final_layer_per_head_layer_10_head_11,0.02013,0.02013,0.69413
cas_vs_final_layer_per_head_layer_31_head_3,-0.02013,0.02013,0.69418
cas_vs_current_layer_per_head_layer_31_head_3,-0.02013,0.02013,0.69418
ecs_prompt_final_layer_per_head_layer_21_head_6,0.02012,0.02012,0.69437
cas_alt_vs_final_layer_per_head_layer_18_head_28,0.02011,0.02011,0.69441
ecs_prompt_final_layer_per_head_layer_28_head_25,-0.02009,0.02009,0.69469
ecs_final_layer_per_head_layer_21_head_4,0.02008,0.02008,0.69493
ecs_prompt_specific_layer_per_head_layer_5_head_12,-0.02007,0.02007,0.69506
cas_vs_final_layer_per_head_layer_30_head_14,-0.02006,0.02006,0.69514
ecs_prompt_final_layer_per_head_layer_15_head_10,-0.02006,0.02006,0.69522
cas_alt_vs_current_layer_per_head_layer_7_head_23,0.02005,0.02005,0.69537
ecs_final_layer_per_head_layer_11_head_3,0.02005,0.02005,0.69537
attention_entropy_per_head_layer_30_head_29,-0.02004,0.02004,0.69546
ecs_final_layer_per_head_layer_11_head_30,0.02003,0.02003,0.69561
ecs_prompt_final_layer_per_head_layer_20_head_9,0.02002,0.02002,0.69581
cas_alt_vs_final_layer_per_head_layer_6_head_13,0.02001,0.02001,0.69583
cas_vs_current_layer_per_head_layer_31_head_14,0.02001,0.02001,0.69588
cas_vs_final_layer_per_head_layer_31_head_14,0.02001,0.02001,0.69588
ecs_final_layer_per_head_layer_14_head_25,0.02000,0.02000,0.69597
ecs_prompt_final_layer_per_head_layer_8_head_9,0.02000,0.02000,0.69603
cas_vs_current_layer_per_head_layer_2_head_12,-0.02000,0.02000,0.69604
cas_vs_final_layer_per_head_layer_20_head_24,-0.02000,0.02000,0.69610
ecs_final_layer_per_head_layer_8_head_15,0.01999,0.01999,0.69617
ecs_prompt_final_layer_per_head_layer_15_head_19,0.01998,0.01998,0.69625
ecs_specific_layer_per_head_layer_7_head_11,-0.01998,0.01998,0.69633
ecs_specific_layer_per_head_layer_8_head_2,0.01997,0.01997,0.69646
ecs_final_layer_per_head_layer_26_head_8,0.01997,0.01997,0.69653
ecs_final_layer_per_head_layer_8_head_16,0.01996,0.01996,0.69664
bos_attention_proportion_per_head_layer_7_head_28,0.01996,0.01996,0.69666
ecs_final_layer_per_head_layer_19_head_27,0.01996,0.01996,0.69668
bos_attention_proportion_per_head_layer_26_head_25,-0.01995,0.01995,0.69671
ecs_prompt_final_layer_per_head_layer_7_head_14,0.01993,0.01993,0.69697
cas_vs_final_layer_per_head_layer_20_head_16,-0.01993,0.01993,0.69700
cas_vs_final_layer_per_head_layer_14_head_8,-0.01993,0.01993,0.69701
ecs_prompt_final_layer_per_head_layer_11_head_9,0.01991,0.01991,0.69737
ecs_prompt_specific_layer_per_head_layer_7_head_4,0.01991,0.01991,0.69740
cas_vs_current_layer_per_head_layer_2_head_1,0.01989,0.01989,0.69768
ecs_prompt_final_layer_per_head_layer_24_head_2,0.01987,0.01987,0.69792
cas_vs_final_layer_per_head_layer_21_head_18,-0.01987,0.01987,0.69797
ecs_prompt_final_layer_per_head_layer_30_head_11,0.01986,0.01986,0.69809
cas_alt_vs_current_layer_per_head_layer_7_head_14,0.01985,0.01985,0.69820
ecs_final_layer_per_head_layer_1_head_16,0.01984,0.01984,0.69839
cas_vs_final_layer_per_head_layer_21_head_17,-0.01983,0.01983,0.69854
ecs_final_layer_per_head_layer_13_head_20,0.01982,0.01982,0.69862
bos_attention_proportion_per_head_layer_31_head_10,-0.01982,0.01982,0.69867
ecs_prompt_final_layer_per_head_layer_3_head_21,0.01981,0.01981,0.69878
ecs_prompt_specific_layer_per_head_layer_6_head_17,-0.01981,0.01981,0.69883
cas_alt_vs_final_layer_per_head_layer_12_head_8,0.01981,0.01981,0.69885
ecs_prompt_final_layer_per_head_layer_29_head_2,0.01980,0.01980,0.69895
cas_vs_final_layer_per_head_layer_11_head_5,-0.01977,0.01977,0.69940
ecs_final_layer_per_head_layer_10_head_6,0.01977,0.01977,0.69942
ecs_prompt_final_layer_per_head_layer_2_head_28,0.01977,0.01977,0.69942
ecs_final_layer_per_head_layer_13_head_1,0.01976,0.01976,0.69949
cas_alt_vs_final_layer_per_head_layer_10_head_11,0.01975,0.01975,0.69958
ecs_final_layer_per_head_layer_24_head_26,0.01975,0.01975,0.69964
ecs_final_layer_per_head_layer_14_head_30,0.01975,0.01975,0.69970
cas_vs_final_layer_per_head_layer_22_head_26,-0.01974,0.01974,0.69981
ecs_prompt_final_layer_per_head_layer_13_head_20,0.01974,0.01974,0.69982
ecs_prompt_final_layer_per_head_layer_13_head_1,0.01973,0.01973,0.69999
attention_entropy_per_head_layer_30_head_15,-0.01971,0.01971,0.70016
cas_alt_vs_final_layer_per_head_layer_30_head_8,0.01968,0.01968,0.70070
bos_attention_proportion_per_head_layer_30_head_13,-0.01965,0.01965,0.70108
bos_attention_proportion_per_head_layer_9_head_6,0.01965,0.01965,0.70109
ecs_final_layer_per_head_layer_19_head_9,0.01965,0.01965,0.70113
cas_vs_final_layer_per_head_layer_7_head_2,0.01963,0.01963,0.70143
ecs_prompt_final_layer_per_head_layer_24_head_31,0.01962,0.01962,0.70148
ecs_prompt_final_layer_per_head_layer_29_head_20,0.01962,0.01962,0.70160
cas_alt_vs_final_layer_per_head_layer_0_head_3,0.01960,0.01960,0.70184
ecs_specific_layer_per_head_layer_7_head_12,-0.01959,0.01959,0.70190
cas_vs_current_layer_per_head_layer_0_head_31,-0.01959,0.01959,0.70195
cas_alt_vs_final_layer_per_head_layer_12_head_10,0.01959,0.01959,0.70199
cas_vs_final_layer_per_head_layer_17_head_9,0.01958,0.01958,0.70205
cas_vs_final_layer_per_head_layer_14_head_7,-0.01957,0.01957,0.70225
ecs_prompt_final_layer_per_head_layer_6_head_19,0.01957,0.01957,0.70231
ecs_prompt_final_layer_per_head_layer_1_head_7,-0.01956,0.01956,0.70244
ecs_prompt_specific_layer_per_head_layer_6_head_4,0.01952,0.01952,0.70301
ecs_final_layer_per_head_layer_1_head_20,0.01951,0.01951,0.70312
ecs_final_layer_per_head_layer_6_head_30,0.01951,0.01951,0.70319
ecs_final_layer_per_head_layer_27_head_19,0.01950,0.01950,0.70320
cas_alt_vs_final_layer_per_head_layer_19_head_27,0.01949,0.01949,0.70342
bos_attention_proportion_per_head_layer_26_head_16,0.01949,0.01949,0.70348
ecs_final_layer_per_head_layer_3_head_5,0.01947,0.01947,0.70371
cas_vs_final_layer_per_head_layer_22_head_25,-0.01947,0.01947,0.70375
cas_alt_vs_final_layer_per_head_layer_1_head_16,0.01947,0.01947,0.70376
cas_alt_vs_final_layer_per_head_layer_29_head_13,0.01946,0.01946,0.70388
ecs_final_layer_per_head_layer_4_head_5,0.01945,0.01945,0.70406
ecs_specific_layer_per_head_layer_10_head_22,-0.01943,0.01943,0.70430
ecs_final_layer_per_head_layer_11_head_20,0.01942,0.01942,0.70436
ecs_prompt_final_layer_per_head_layer_15_head_0,0.01940,0.01940,0.70472
cas_vs_current_layer_per_head_layer_4_head_24,0.01939,0.01939,0.70484
cas_vs_final_layer_per_head_layer_8_head_1,-0.01938,0.01938,0.70494
x_input_norm_per_layer_layer_3,0.01936,0.01936,0.70523
x_post_ffn_norm_per_layer_layer_2,0.01936,0.01936,0.70523
cas_alt_vs_final_layer_per_head_layer_3_head_19,0.01936,0.01936,0.70535
ecs_prompt_final_layer_per_head_layer_11_head_8,0.01936,0.01936,0.70536
cas_vs_final_layer_per_head_layer_17_head_0,0.01935,0.01935,0.70547
cas_alt_vs_final_layer_per_head_layer_11_head_3,0.01933,0.01933,0.70568
ecs_prompt_final_layer_per_head_layer_27_head_29,0.01933,0.01933,0.70571
ecs_final_layer_per_head_layer_7_head_28,0.01933,0.01933,0.70578
ecs_final_layer_per_head_layer_20_head_18,0.01932,0.01932,0.70592
ecs_final_layer_per_head_layer_27_head_17,0.01932,0.01932,0.70594
ecs_prompt_final_layer_per_head_layer_18_head_14,0.01931,0.01931,0.70600
ecs_prompt_specific_layer_per_head_layer_2_head_18,0.01931,0.01931,0.70607
ecs_prompt_specific_layer_per_head_layer_17_head_23,0.01930,0.01930,0.70621
ecs_prompt_final_layer_per_head_layer_30_head_7,0.01929,0.01929,0.70635
ecs_prompt_final_layer_per_head_layer_28_head_16,0.01928,0.01928,0.70647
cos_sim_input_post_ffn_per_layer_layer_1,0.01927,0.01927,0.70662
ecs_final_layer_per_head_layer_2_head_19,0.01927,0.01927,0.70662
cas_vs_current_layer_per_head_layer_10_head_31,0.01927,0.01927,0.70663
ecs_prompt_final_layer_per_head_layer_19_head_6,0.01926,0.01926,0.70668
cas_vs_final_layer_per_head_layer_11_head_9,-0.01926,0.01926,0.70669
cas_alt_vs_final_layer_per_head_layer_11_head_25,0.01924,0.01924,0.70705
ecs_prompt_final_layer_per_head_layer_11_head_20,0.01924,0.01924,0.70709
cas_alt_vs_current_layer_per_head_layer_10_head_15,0.01923,0.01923,0.70725
cas_alt_vs_current_layer_per_head_layer_3_head_13,-0.01922,0.01922,0.70737
ecs_final_layer_per_head_layer_1_head_7,0.01922,0.01922,0.70738
cas_alt_vs_final_layer_per_head_layer_28_head_9,0.01921,0.01921,0.70744
cas_vs_final_layer_per_head_layer_20_head_25,-0.01920,0.01920,0.70765
ecs_prompt_final_layer_per_head_layer_3_head_20,0.01920,0.01920,0.70766
cas_alt_vs_final_layer_per_head_layer_23_head_26,0.01920,0.01920,0.70766
cas_alt_vs_final_layer_per_head_layer_5_head_15,0.01920,0.01920,0.70769
bos_attention_proportion_per_head_layer_25_head_16,0.01919,0.01919,0.70783
cas_alt_vs_final_layer_per_head_layer_21_head_12,0.01918,0.01918,0.70789
ecs_prompt_final_layer_per_head_layer_0_head_11,0.01917,0.01917,0.70803
cas_vs_current_layer_per_head_layer_10_head_20,-0.01917,0.01917,0.70804
ecs_final_layer_per_head_layer_0_head_27,0.01917,0.01917,0.70807
cas_alt_vs_final_layer_per_head_layer_25_head_31,0.01916,0.01916,0.70825
cas_vs_current_layer_per_head_layer_7_head_30,-0.01914,0.01914,0.70846
bos_attention_proportion_per_head_layer_9_head_9,-0.01914,0.01914,0.70856
ecs_specific_layer_per_head_layer_24_head_31,0.01913,0.01913,0.70860
ecs_specific_layer_per_head_layer_6_head_9,0.01913,0.01913,0.70867
cas_alt_vs_final_layer_per_head_layer_28_head_31,0.01913,0.01913,0.70870
ecs_prompt_final_layer_per_head_layer_26_head_8,0.01912,0.01912,0.70874
ecs_final_layer_per_head_layer_8_head_24,0.01911,0.01911,0.70893
ecs_final_layer_per_head_layer_26_head_25,0.01909,0.01909,0.70922
ecs_specific_layer_per_head_layer_31_head_9,0.01909,0.01909,0.70923
ecs_final_layer_per_head_layer_31_head_9,0.01909,0.01909,0.70923
ecs_prompt_final_layer_per_head_layer_4_head_12,0.01909,0.01909,0.70928
cas_vs_current_layer_per_head_layer_10_head_0,-0.01906,0.01906,0.70968
ecs_prompt_final_layer_per_head_layer_26_head_3,0.01906,0.01906,0.70971
ecs_prompt_final_layer_per_head_layer_3_head_15,0.01903,0.01903,0.71007
ecs_final_layer_per_head_layer_20_head_5,0.01902,0.01902,0.71018
cas_alt_vs_final_layer_per_head_layer_19_head_11,0.01902,0.01902,0.71019
ecs_prompt_final_layer_per_head_layer_21_head_13,0.01902,0.01902,0.71022
bos_attention_proportion_per_head_layer_13_head_20,0.01901,0.01901,0.71035
ecs_prompt_final_layer_per_head_layer_6_head_21,0.01901,0.01901,0.71036
bos_attention_proportion_per_head_layer_15_head_23,0.01901,0.01901,0.71043
bos_attention_proportion_per_head_layer_12_head_16,0.01897,0.01897,0.71091
cas_alt_vs_final_layer_per_head_layer_31_head_18,0.01896,0.01896,0.71119
cas_alt_vs_current_layer_per_head_layer_31_head_18,0.01896,0.01896,0.71119
cas_vs_final_layer_per_head_layer_11_head_0,-0.01895,0.01895,0.71125
ecs_final_layer_per_head_layer_28_head_9,0.01895,0.01895,0.71131
cas_alt_vs_final_layer_per_head_layer_14_head_6,0.01893,0.01893,0.71154
ecs_final_layer_per_head_layer_25_head_16,0.01889,0.01889,0.71210
ecs_prompt_final_layer_per_head_layer_16_head_22,0.01888,0.01888,0.71233
cas_alt_vs_current_layer_per_head_layer_3_head_25,-0.01888,0.01888,0.71235
ecs_final_layer_per_head_layer_29_head_1,0.01887,0.01887,0.71236
bos_attention_proportion_per_head_layer_15_head_13,-0.01886,0.01886,0.71252
ecs_specific_layer_per_head_layer_5_head_29,0.01883,0.01883,0.71296
cas_alt_vs_final_layer_per_head_layer_7_head_19,0.01882,0.01882,0.71309
cas_alt_vs_final_layer_per_head_layer_29_head_20,0.01882,0.01882,0.71309
bos_attention_proportion_per_head_layer_31_head_6,-0.01881,0.01881,0.71329
ecs_final_layer_per_head_layer_11_head_17,0.01880,0.01880,0.71339
cas_vs_final_layer_per_head_layer_6_head_10,0.01880,0.01880,0.71340
cas_alt_vs_current_layer_per_head_layer_31_head_1,0.01880,0.01880,0.71344
cas_alt_vs_final_layer_per_head_layer_31_head_1,0.01880,0.01880,0.71344
ecs_final_layer_per_head_layer_0_head_3,0.01879,0.01879,0.71365
ecs_prompt_specific_layer_per_head_layer_4_head_5,0.01878,0.01878,0.71371
ecs_final_layer_per_head_layer_28_head_3,0.01877,0.01877,0.71393
cas_alt_vs_final_layer_per_head_layer_0_head_6,0.01875,0.01875,0.71415
ecs_final_layer_per_head_layer_7_head_4,0.01875,0.01875,0.71422
ecs_final_layer_per_head_layer_14_head_14,0.01874,0.01874,0.71426
cas_vs_final_layer_per_head_layer_15_head_7,0.01874,0.01874,0.71427
cas_alt_vs_final_layer_per_head_layer_21_head_22,0.01874,0.01874,0.71429
cas_alt_vs_final_layer_per_head_layer_0_head_28,0.01873,0.01873,0.71445
ecs_prompt_final_layer_per_head_layer_27_head_0,0.01873,0.01873,0.71449
ecs_final_layer_per_head_layer_17_head_23,0.01871,0.01871,0.71470
cas_vs_current_layer_per_head_layer_7_head_31,-0.01871,0.01871,0.71478
cas_vs_final_layer_per_head_layer_27_head_18,-0.01870,0.01870,0.71487
ecs_final_layer_per_head_layer_29_head_4,0.01869,0.01869,0.71501
ecs_prompt_specific_layer_per_head_layer_8_head_27,0.01868,0.01868,0.71523
ecs_prompt_final_layer_per_head_layer_14_head_25,0.01868,0.01868,0.71525
cas_alt_vs_final_layer_per_head_layer_21_head_4,0.01868,0.01868,0.71525
cas_vs_current_layer_per_head_layer_6_head_26,0.01867,0.01867,0.71528
ecs_prompt_final_layer_per_head_layer_24_head_0,0.01867,0.01867,0.71536
attention_entropy_per_head_layer_0_head_7,-0.01866,0.01866,0.71549
cas_alt_vs_current_layer_per_head_layer_30_head_16,-0.01865,0.01865,0.71557
ecs_prompt_final_layer_per_head_layer_17_head_2,0.01865,0.01865,0.71559
cas_vs_current_layer_per_head_layer_5_head_1,-0.01865,0.01865,0.71561
cas_alt_vs_final_layer_per_head_layer_4_head_11,0.01863,0.01863,0.71589
cas_vs_current_layer_per_head_layer_11_head_6,-0.01863,0.01863,0.71589
ecs_prompt_final_layer_per_head_layer_20_head_16,0.01861,0.01861,0.71619
attention_entropy_per_head_layer_14_head_25,0.01861,0.01861,0.71626
ecs_final_layer_per_head_layer_15_head_12,0.01860,0.01860,0.71632
cas_vs_current_layer_per_head_layer_7_head_13,-0.01858,0.01858,0.71658
ecs_final_layer_per_head_layer_31_head_3,0.01858,0.01858,0.71669
ecs_specific_layer_per_head_layer_31_head_3,0.01858,0.01858,0.71669
ecs_prompt_final_layer_per_head_layer_22_head_23,0.01857,0.01857,0.71678
ecs_prompt_final_layer_per_head_layer_9_head_19,0.01857,0.01857,0.71684
ecs_prompt_final_layer_per_head_layer_11_head_27,0.01856,0.01856,0.71696
cas_vs_final_layer_per_head_layer_25_head_13,-0.01854,0.01854,0.71729
cas_vs_current_layer_per_head_layer_3_head_3,-0.01853,0.01853,0.71744
ecs_final_layer_per_head_layer_17_head_26,0.01852,0.01852,0.71750
cas_alt_vs_final_layer_per_head_layer_8_head_5,0.01852,0.01852,0.71757
attention_entropy_per_head_layer_24_head_26,-0.01850,0.01850,0.71775
cas_alt_vs_final_layer_per_head_layer_22_head_21,0.01850,0.01850,0.71786
cas_alt_vs_current_layer_per_head_layer_1_head_13,0.01848,0.01848,0.71805
ecs_final_layer_per_head_layer_10_head_14,0.01848,0.01848,0.71807
cas_alt_vs_final_layer_per_head_layer_5_head_9,0.01847,0.01847,0.71822
cas_vs_final_layer_per_head_layer_19_head_1,-0.01847,0.01847,0.71829
ecs_final_layer_per_head_layer_13_head_6,0.01844,0.01844,0.71867
ecs_final_layer_per_head_layer_19_head_29,0.01844,0.01844,0.71870
cas_alt_vs_current_layer_per_head_layer_3_head_5,0.01844,0.01844,0.71876
cas_alt_vs_final_layer_per_head_layer_0_head_10,0.01842,0.01842,0.71896
cas_vs_final_layer_per_head_layer_7_head_18,0.01842,0.01842,0.71901
ecs_prompt_final_layer_per_head_layer_16_head_23,0.01841,0.01841,0.71913
ecs_prompt_final_layer_per_head_layer_29_head_28,0.01841,0.01841,0.71914
ecs_final_layer_per_head_layer_12_head_1,0.01841,0.01841,0.71918
ecs_prompt_final_layer_per_head_layer_4_head_14,0.01839,0.01839,0.71938
cas_alt_vs_final_layer_per_head_layer_14_head_7,0.01839,0.01839,0.71939
cas_alt_vs_final_layer_per_head_layer_1_head_11,0.01838,0.01838,0.71953
ecs_prompt_final_layer_per_head_layer_15_head_6,0.01838,0.01838,0.71962
ecs_prompt_final_layer_per_head_layer_6_head_9,0.01838,0.01838,0.71964
ecs_prompt_final_layer_per_head_layer_21_head_4,0.01837,0.01837,0.71975
bos_attention_proportion_per_head_layer_13_head_21,0.01837,0.01837,0.71979
cas_alt_vs_final_layer_per_head_layer_7_head_20,0.01836,0.01836,0.71987
ecs_final_layer_per_head_layer_10_head_19,0.01835,0.01835,0.71999
cas_alt_vs_final_layer_per_head_layer_5_head_6,0.01833,0.01833,0.72023
ecs_prompt_specific_layer_per_head_layer_3_head_7,0.01833,0.01833,0.72034
ecs_prompt_specific_layer_per_head_layer_9_head_15,-0.01829,0.01829,0.72089
bos_attention_proportion_per_head_layer_19_head_3,0.01828,0.01828,0.72097
x_pre_ffn_norm_per_layer_layer_27,-0.01828,0.01828,0.72105
ecs_specific_layer_per_head_layer_3_head_18,-0.01827,0.01827,0.72120
ecs_final_layer_per_head_layer_17_head_19,0.01826,0.01826,0.72128
cas_alt_vs_final_layer_per_head_layer_1_head_10,0.01826,0.01826,0.72129
ecs_final_layer_per_head_layer_19_head_16,0.01825,0.01825,0.72142
cas_alt_vs_final_layer_per_head_layer_28_head_21,0.01825,0.01825,0.72142
cas_vs_current_layer_per_head_layer_11_head_7,-0.01825,0.01825,0.72153
pos_cos_similarity_per_layer_layer_30,0.01823,0.01823,0.72172
pos_score_per_layer_layer_30,0.01823,0.01823,0.72172
cas_alt_vs_final_layer_per_head_layer_9_head_20,0.01823,0.01823,0.72179
cas_vs_current_layer_per_head_layer_0_head_2,-0.01823,0.01823,0.72182
ecs_final_layer_per_head_layer_2_head_18,0.01822,0.01822,0.72188
cas_alt_vs_final_layer_per_head_layer_31_head_0,0.01821,0.01821,0.72200
cas_alt_vs_current_layer_per_head_layer_31_head_0,0.01821,0.01821,0.72200
ecs_final_layer_per_head_layer_13_head_3,0.01821,0.01821,0.72211
ecs_prompt_final_layer_per_head_layer_19_head_16,0.01820,0.01820,0.72227
ecs_prompt_final_layer_per_head_layer_7_head_5,0.01819,0.01819,0.72229
cas_alt_vs_final_layer_per_head_layer_24_head_31,0.01819,0.01819,0.72233
ecs_prompt_specific_layer_per_head_layer_10_head_18,0.01817,0.01817,0.72258
ecs_final_layer_per_head_layer_16_head_26,0.01817,0.01817,0.72263
cas_vs_current_layer_per_head_layer_9_head_23,-0.01816,0.01816,0.72273
ecs_specific_layer_per_head_layer_2_head_12,0.01816,0.01816,0.72281
cas_vs_final_layer_per_head_layer_22_head_22,-0.01816,0.01816,0.72284
ecs_final_layer_per_head_layer_10_head_18,0.01815,0.01815,0.72294
ecs_prompt_final_layer_per_head_layer_29_head_21,0.01814,0.01814,0.72301
ecs_final_layer_per_head_layer_13_head_11,0.01814,0.01814,0.72307
ecs_prompt_final_layer_per_head_layer_12_head_16,0.01814,0.01814,0.72313
cas_alt_vs_current_layer_per_head_layer_6_head_1,-0.01813,0.01813,0.72320
ecs_prompt_final_layer_per_head_layer_0_head_1,0.01813,0.01813,0.72322
cas_alt_vs_final_layer_per_head_layer_24_head_15,0.01812,0.01812,0.72334
ecs_final_layer_per_head_layer_28_head_29,0.01812,0.01812,0.72335
cas_alt_vs_final_layer_per_head_layer_7_head_8,0.01812,0.01812,0.72338
attention_entropy_per_head_layer_23_head_5,0.01812,0.01812,0.72342
bos_attention_proportion_per_head_layer_19_head_23,-0.01812,0.01812,0.72343
cas_vs_final_layer_per_head_layer_20_head_27,-0.01810,0.01810,0.72364
cas_vs_current_layer_per_head_layer_8_head_4,-0.01810,0.01810,0.72370
cas_vs_current_layer_per_head_layer_11_head_2,-0.01810,0.01810,0.72370
cas_alt_vs_current_layer_per_head_layer_7_head_20,0.01809,0.01809,0.72386
cas_vs_final_layer_per_head_layer_17_head_10,0.01808,0.01808,0.72393
cas_alt_vs_final_layer_per_head_layer_6_head_15,0.01807,0.01807,0.72409
cas_alt_vs_current_layer_per_head_layer_5_head_0,0.01807,0.01807,0.72411
ecs_final_layer_per_head_layer_1_head_25,0.01806,0.01806,0.72418
ecs_prompt_final_layer_per_head_layer_25_head_1,0.01804,0.01804,0.72451
cas_alt_vs_current_layer_per_head_layer_6_head_22,-0.01804,0.01804,0.72451
ecs_specific_layer_per_head_layer_10_head_19,0.01803,0.01803,0.72464
cas_vs_final_layer_per_head_layer_16_head_18,-0.01802,0.01802,0.72477
attention_entropy_per_head_layer_9_head_0,-0.01802,0.01802,0.72483
ecs_prompt_final_layer_per_head_layer_25_head_22,0.01802,0.01802,0.72491
x_input_norm_per_layer_layer_4,0.01801,0.01801,0.72497
x_post_ffn_norm_per_layer_layer_3,0.01801,0.01801,0.72497
ecs_prompt_final_layer_per_head_layer_10_head_14,0.01801,0.01801,0.72502
bos_attention_proportion_per_head_layer_20_head_13,-0.01801,0.01801,0.72502
ecs_final_layer_per_head_layer_23_head_25,0.01800,0.01800,0.72519
cas_alt_vs_final_layer_per_head_layer_29_head_1,0.01799,0.01799,0.72526
cas_alt_vs_final_layer_per_head_layer_5_head_3,0.01799,0.01799,0.72526
cas_alt_vs_final_layer_per_head_layer_30_head_17,0.01798,0.01798,0.72538
bos_attention_proportion_per_head_layer_6_head_8,0.01798,0.01798,0.72539
ecs_prompt_final_layer_per_head_layer_14_head_30,0.01798,0.01798,0.72546
ecs_prompt_final_layer_per_head_layer_29_head_30,0.01796,0.01796,0.72573
ecs_final_layer_per_head_layer_9_head_0,0.01796,0.01796,0.72576
ecs_prompt_final_layer_per_head_layer_0_head_25,0.01795,0.01795,0.72588
ecs_final_layer_per_head_layer_3_head_7,0.01794,0.01794,0.72597
cas_alt_vs_final_layer_per_head_layer_2_head_19,0.01794,0.01794,0.72597
cas_alt_vs_final_layer_per_head_layer_1_head_9,0.01794,0.01794,0.72603
cas_vs_current_layer_per_head_layer_5_head_8,0.01793,0.01793,0.72620
cas_vs_final_layer_per_head_layer_21_head_28,-0.01792,0.01792,0.72630
ecs_final_layer_per_head_layer_1_head_5,0.01792,0.01792,0.72633
ecs_specific_layer_per_head_layer_5_head_8,-0.01790,0.01790,0.72664
cas_vs_final_layer_per_head_layer_2_head_13,0.01789,0.01789,0.72673
ecs_final_layer_per_head_layer_16_head_29,0.01789,0.01789,0.72678
ecs_final_layer_per_head_layer_21_head_5,0.01787,0.01787,0.72710
cas_alt_vs_final_layer_per_head_layer_6_head_3,0.01786,0.01786,0.72713
ecs_prompt_specific_layer_per_head_layer_1_head_27,0.01786,0.01786,0.72718
cas_vs_final_layer_per_head_layer_20_head_8,-0.01786,0.01786,0.72721
cas_alt_vs_final_layer_per_head_layer_26_head_26,0.01785,0.01785,0.72731
ecs_prompt_final_layer_per_head_layer_5_head_2,0.01784,0.01784,0.72742
bos_attention_proportion_per_head_layer_1_head_25,0.01783,0.01783,0.72761
cas_vs_final_layer_per_head_layer_8_head_29,-0.01781,0.01781,0.72787
cas_alt_vs_final_layer_per_head_layer_26_head_1,0.01781,0.01781,0.72788
ecs_specific_layer_per_head_layer_5_head_12,0.01780,0.01780,0.72805
bos_attention_proportion_per_head_layer_26_head_17,0.01780,0.01780,0.72813
ecs_final_layer_per_head_layer_13_head_27,0.01779,0.01779,0.72823
ecs_prompt_final_layer_per_head_layer_26_head_29,0.01778,0.01778,0.72835
ecs_specific_layer_per_head_layer_10_head_28,0.01777,0.01777,0.72845
cas_vs_current_layer_per_head_layer_5_head_18,0.01777,0.01777,0.72855
attention_entropy_per_head_layer_0_head_17,-0.01777,0.01777,0.72855
cas_alt_vs_final_layer_per_head_layer_23_head_24,0.01775,0.01775,0.72879
ecs_final_layer_per_head_layer_25_head_22,0.01775,0.01775,0.72880
